Id	Physiological System	Organ	Tissue/Cell line	Tissue/Cell line	Tissue/Cell line	Tissue/Cell line	Tissue/Cell line
1026	Metabolic	Liver	epithelium	" HuH-7 cells	"			
756	Metabolic	Liver	epithelium	" SMMC-7721 cells	"			
24	Metabolic	Liver	hepatocytes	" 1° cells	"			
272	Metabolic	Liver	hepatocytes	" AM12 cells	"			
757	Metabolic	Liver	hepatocytes	" AML12 cells	"			
25	Metabolic	Liver	hepatocytes	" HepaRG cells	"			
758	Metabolic	Liver	hepatocytes	" HH1320 cells	"			
1309	Metabolic	Liver	hepatocytes	" unspecified	"			
1027	Metabolic	Liver	stellate cells	" 1° cells	"			
759	Metabolic	Liver	stellate cells	" LX2 cells	"			
23	Metabolic	Liver	whole liver				
1028	Metabolic	Liver	whole liver	" embryonic	"			
760	Metabolic	Pancreas	duct	 acinus	" 1° cells	"		
950	Metabolic	Pancreas	duct	 acinus	" 266-6 cells	"		
761	Metabolic	Pancreas	duct	 epithelium	" Capan-1 cells	"		
951	Metabolic	Pancreas	duct	 epithelium	" Capan-2 cells	"		
762	Metabolic	Pancreas	duct	 epithelium	" CFPAC-1 cells	"		
952	Metabolic	Pancreas	duct	 epithelium	" HPAF-II cells	"		
763	Metabolic	Pancreas	duct	 epithelium	" HPDE6 cells	"		
1191	Metabolic	Pancreas	duct	 epithelium	 other	 PDAC	" KISC-c806 cells	"
1193	Metabolic	Pancreas	duct	 epithelium	 other	 PDAC	" NKC cells	"
764	Metabolic	Pancreas	duct	 epithelium	 other	 PDAC	" PT45-P1 cells	"
954	Metabolic	Pancreas	duct	 epithelium	" PA-TU-9888S	"		
766	Metabolic	Pancreas	duct	 epithelium	" PA-TU-9888T	"		
953	Metabolic	Pancreas	duct	 epithelium	" PaCa-2 cells	"		
765	Metabolic	Pancreas	duct	 epithelium	" PANC-1 cells	"		
767	Metabolic	Pancreas	duct	 epithelium	 PDAC	" 1° cells	"	
955	Metabolic	Pancreas	islets	 alpha cells	" 1° cells	"		
768	Metabolic	Pancreas	islets	 beta cells	" 1° cells	"		
27	Metabolic	Pancreas	islets	 beta cells	" INS1 cells	"		
225	Metabolic	Pancreas	islets	 beta cells	" MIN6 cells	"		
956	Metabolic	Pancreas	islets	 beta cells	" MIN6-4N cells	"		
769	Metabolic	Pancreas	islets	 beta cells	" MIN6-B1 cells	"		
770	Metabolic	Pancreas	islets	" tumor	"			
141	Metabolic	Pancreas	islets	" whole	"			
771	Metabolic	Pancreas	other	" embryonic	"			
1029	Metabolic	Pancreas	other	" ESC-derived pancreatic cells	"			
772	Metabolic	Pancreas	other	" pancreatic bud	"			
226	Metabolic	Pancreas	other	 stellate cells	" LTC-7 cells	"		
1030	Metabolic	Pancreas	other	" whole pancreas	"			
674	Metabolic	Skeletal muscle	Ewing's sarcoma	" A-673 cells	"			
682	Metabolic	Skeletal muscle	extraocular muscle				
37	Metabolic	Skeletal muscle	gastrocnemius	" whole	"			
773	Metabolic	Skeletal muscle	HSMMs				
227	Metabolic	Skeletal muscle	levator ani	" LASC cells	"			
228	Metabolic	Skeletal muscle	levator ani	" whole	"			
166	Metabolic	Skeletal muscle	limb	" whole	"			
774	Metabolic	Skeletal muscle	myoblasts	" 1° cells	"			
1031	Metabolic	Skeletal muscle	myoblasts	" C2C12 cells	"			
775	Metabolic	Skeletal muscle	myoblasts	" embryonic	"			
1032	Metabolic	Skeletal muscle	myoblasts	" LHCN-M2 cells	"			
776	Metabolic	Skeletal muscle	myotube	" 1° cells	"			
36	Metabolic	Skeletal muscle	quadriceps	" whole	"			
777	Metabolic	Skeletal muscle	RD cells				
778	Metabolic	Skeletal muscle	rhabdomyosarcoma	" Rh-4 cells	"			
1033	Metabolic	Skeletal muscle	satellite cells	" 1° cells	"			
683	Metabolic	Skeletal muscle	SKMCs				
229	Metabolic	Skeletal muscle	soleus	" whole	"			
1034	Metabolic	Skeletal muscle	unspecified	" whole muscle	"			
153	Metabolic	Skeletal muscle	vastus lateralis	" whole	"			
164	Metabolic	Thyroid gland	DRO cells				
1035	Metabolic	Thyroid gland	epithelium	" 1° cells	"			
591	Metabolic	Thyroid gland	epithelium	 ATC	" 8505C cells	"		
779	Metabolic	Thyroid gland	epithelium	 ATC	" HTH83 cells	"		
957	Metabolic	Thyroid gland	epithelium	 ATC	" SW1736 cells	"		
780	Metabolic	Thyroid gland	epithelium	 ATC	" THJ-11T cells	"		
958	Metabolic	Thyroid gland	epithelium	 ATC	" THJ-16T cells	"		
959	Metabolic	Thyroid gland	epithelium	 ATC	" THJ-21T cells	"		
781	Metabolic	Thyroid gland	epithelium	 ATC	" THJ-29T cells	"		
782	Metabolic	Thyroid gland	epithelium	 ATC	" TL3 cells	"		
960	Metabolic	Thyroid gland	epithelium	 ATC	" tumor	"		
783	Metabolic	Thyroid gland	epithelium	" FRTL cells	"			
961	Metabolic	Thyroid gland	epithelium	 FTA	" tumor	"		
784	Metabolic	Thyroid gland	epithelium	 FTC	" CGTH-W-1 cells	"		
962	Metabolic	Thyroid gland	epithelium	 FTC	" FRTL-5 cells	"		
785	Metabolic	Thyroid gland	epithelium	 FTC	" FTC133 cells	"		
963	Metabolic	Thyroid gland	epithelium	 FTC	" FTC236 cells	"		
786	Metabolic	Thyroid gland	epithelium	 FTC	" FTC238 cells	"		
964	Metabolic	Thyroid gland	epithelium	 FTC	" PCCL3 cells	"		
787	Metabolic	Thyroid gland	epithelium	 FTC	" R082W1 cells	"		
936	Metabolic	Thyroid gland	epithelium	 FTC	" tumor	"		
965	Metabolic	Thyroid gland	epithelium	 HCC	" tumor	"		
788	Metabolic	Thyroid gland	epithelium	 HCC	" XTC.UC1	"		
966	Metabolic	Thyroid gland	epithelium	 MaFA	" tumor	"		
789	Metabolic	Thyroid gland	epithelium	 MiFA	" tumor	"		
967	Metabolic	Thyroid gland	epithelium	 PTC	" BCPAP cells	"		
790	Metabolic	Thyroid gland	epithelium	 PTC	" DRO cells	"		
968	Metabolic	Thyroid gland	epithelium	 PTC	" K1 cells	"		
791	Metabolic	Thyroid gland	epithelium	 PTC	" TPC-1 cells	"		
969	Metabolic	Thyroid gland	epithelium	 PTC	" tumor	"		
1036	Metabolic	Thyroid gland	epithelium	" THJ-101N cells	"			
792	Metabolic	Thyroid gland	epithelium	" THJ-122N cells	"			
1037	Metabolic	Thyroid gland	epithelium	" THJ-45N cells	"			
970	Metabolic	Thyroid gland	parafollicular	 MTC	" Nthy-ori 3-1 cells	"		
793	Metabolic	Thyroid gland	parafollicular	 MTC	" TT cells	"		
794	Metabolic	Thyroid gland	parafollicular	 MTC	" tumor	"		
795	Metabolic	Thyroid gland	thyroid progenitors				
592	Metabolic	Thyroid gland	whole thyroid				
796	Metabolic	Thyroid gland	whole thyroid	" goiter	"			
1038	Metabolic	Thyroid gland	whole thyroid	" Grave's disease	"			
797	Neurosensory	CNS	cerebellum	" 1° neurons	"			
1039	Neurosensory	CNS	cerebellum	" astrocytes	"			
798	Neurosensory	CNS	cerebellum	" cortex	"			
1040	Neurosensory	CNS	cerebellum	" Daoy cells	"			
799	Neurosensory	CNS	cerebellum	" embryonic	"			
1041	Neurosensory	CNS	cerebellum	" granule neurons	"			
971	Neurosensory	CNS	cerebellum	 medulloblastoma	" D341 cells	"		
41	Neurosensory	CNS	cerebellum	" whole	"			
800	Neurosensory	CNS	cerebrum	 basal ganglia	" embryonic	"		
43	Neurosensory	CNS	cerebrum	 cerebral cortex	" astrocytes	"		
801	Neurosensory	CNS	cerebrum	 cerebral cortex	" cortical neurons	"		
243	Neurosensory	CNS	cerebrum	 cerebral cortex	" cortical progenitor cells	"		
1181	Neurosensory	CNS	cerebrum	 cerebral cortex	 cortical progenitor cells	" embryonic	"	
1167	Neurosensory	CNS	cerebrum	 cerebral cortex	 cortical progenitor cells	" neurospheres	"	
802	Neurosensory	CNS	cerebrum	 cerebral cortex	" embryonic	"		
803	Neurosensory	CNS	cerebrum	 cerebral cortex	 embryonic	" neurons	"	
167	Neurosensory	CNS	cerebrum	 cerebral cortex	" frontal lobe	"		
1182	Neurosensory	CNS	cerebrum	 cerebral cortex	 frontal lobe	" embryonic	"	
804	Neurosensory	CNS	cerebrum	 cerebral cortex	 frontal lobe	" gyrus rectus	"	
1183	Neurosensory	CNS	cerebrum	 cerebral cortex	 frontal lobe	" precentral gyrus	"	
1116	Neurosensory	CNS	cerebrum	 cerebral cortex	" gyrus cinguli	"		
805	Neurosensory	CNS	cerebrum	 cerebral cortex	 neocortex	" pyramidal cells	"	
44	Neurosensory	CNS	cerebrum	 cerebral cortex	" neurospheres	"		
1117	Neurosensory	CNS	cerebrum	 cerebral cortex	" occipital lobe	"		
1184	Neurosensory	CNS	cerebrum	 cerebral cortex	 occipital lobe	" embryonic	"	
1194	Neurosensory	CNS	cerebrum	 cerebral cortex	 occipital lobe	 glioblastoma	" LN-229 cells	"
806	Neurosensory	CNS	cerebrum	 cerebral cortex	" prefrontal cortex	"		
230	Neurosensory	CNS	cerebrum	 cerebral cortex	" temporal lobe	"		
807	Neurosensory	CNS	cerebrum	 cerebral cortex	" visual cortex	"		
42	Neurosensory	CNS	cerebrum	 cerebral cortex	" whole	"		
808	Neurosensory	CNS	cerebrum	 cerebral cortex	 whole	" fetal	"	
1042	Neurosensory	CNS	cerebrum	" PFSK-1 cells	"			
809	Neurosensory	CNS	choroid plexus	" HCPEpiCs	"			
1043	Neurosensory	CNS	forebrain	" embryonic	"			
1044	Neurosensory	CNS	forebrain	" nucleus accumbens	"			
593	Neurosensory	CNS	forebrain	" whole forebrain	"			
810	Neurosensory	CNS	hindbrain	" embryonic	"			
811	Neurosensory	CNS	hindbrain	" whole	"			
1045	Neurosensory	CNS	hippocampus	" astroctyes	"			
231	Neurosensory	CNS	hippocampus	" pyramidal neurons	"			
45	Neurosensory	CNS	hippocampus	" whole	"			
168	Neurosensory	CNS	hypothalamus	" GT1-7 cells	"			
268	Neurosensory	CNS	hypothalamus	" neurospheres	"			
269	Neurosensory	CNS	hypothalamus	" whole	"			
1315	Neurosensory	CNS	induced neural stem cell-like cells				
812	Neurosensory	CNS	midbrain	 ventral	" embryonic	"		
1046	Neurosensory	CNS	midbrain	" whole	"			
1118	Neurosensory	CNS	midbrain	 whole	" embryonic	"		
1314	Neurosensory	CNS	neural progenitor cells	" 1° cells	"			
1047	Neurosensory	CNS	NPCs	" 1° cells	"			
819	Neurosensory	CNS	NPCs	" brain	"			
1186	Neurosensory	CNS	NPCs	 brain	" C17.2 cells	"		
813	Neurosensory	CNS	NPCs	 brain	" embryonic	"		
820	Neurosensory	CNS	NPCs	 brain	" induced	"		
814	Neurosensory	CNS	NPCs	" OF4155 cells	"			
1048	Neurosensory	CNS	NPCs	" ReNcell VM cells	"			
815	Neurosensory	CNS	NSCs	" 1° cells	"			
594	Neurosensory	CNS	NSCs	 cerebrum	 cerebral cortex	" embryonic	"	
816	Neurosensory	CNS	NSCs	" embryonic	"			
1049	Neurosensory	CNS	NSCs	" NS5 cells	"			
1119	Neurosensory	CNS	other	 astrocytes	" NHAs	"		
817	Neurosensory	CNS	other	 astrocytoma	" SF268 cells	"		
1185	Neurosensory	CNS	other	 brain	 embryonic	" whole	"	
1120	Neurosensory	CNS	other	 brain	" fetal progenitor cells	"		
818	Neurosensory	CNS	other	 brain	 forebrain	" embryonic	"	
266	Neurosensory	CNS	other	 brain	" whole	"		
1121	Neurosensory	CNS	other	 ependymoma	" 1° cells	"		
1050	Neurosensory	CNS	other	" ESC-derived neural cells	"			
821	Neurosensory	CNS	other	 glia	" M059J cells	"		
1122	Neurosensory	CNS	other	 glioblastoma cells	" T98G	"		
1123	Neurosensory	CNS	other	 glioblastoma cells	" U-87 MG cells	"		
822	Neurosensory	CNS	other	 glioblastoma	" 0308 cells	"		
823	Neurosensory	CNS	other	 glioblastoma	" 1° cells	"		
1124	Neurosensory	CNS	other	 glioblastoma	" D54 cells	"		
595	Neurosensory	CNS	other	 glioblastoma	" hGBMs	"		
824	Neurosensory	CNS	other	" glioma	"			
825	Neurosensory	CNS	other	 glioma	" SF7761 cells	"		
1125	Neurosensory	CNS	other	 glioma	" SF8628 cells	"		
1202	Neurosensory	CNS	other	 glioma	" U373 cells	"		
826	Neurosensory	CNS	other	" medulloblastoma	"			
1126	Neurosensory	CNS	other	 medulloblastoma	" D721 cells	"		
827	Neurosensory	CNS	other	 microglia	" 1° cells	"		
46	Neurosensory	CNS	other	 neural crest	" 1° cells	"		
1127	Neurosensory	CNS	other	 neuroblastoma cells	" SH-SY5Y cells	"		
1128	Neurosensory	CNS	other	 neuroblastoma cells	" SK-N-BE(2) cells	"		
828	Neurosensory	CNS	other	 neuroblastoma cells	" SK-N-MC cells	"		
829	Neurosensory	CNS	other	 neuroblastoma cells	" SK-N-SH cells	"		
1129	Neurosensory	CNS	other	 neuroblastoma	" 1° cells	"		
1130	Neurosensory	CNS	other	 neuroblastoma	" BE(2)-C cells	"		
830	Neurosensory	CNS	other	 neuroblastoma	" Kelly cells	"		
937	Neurosensory	CNS	other	 neuroblastoma	" LAN-6 cells	"		
1131	Neurosensory	CNS	other	 neuroblastoma	" Neuro-2a cells	"		
831	Neurosensory	CNS	other	 neuroblastoma	" NGP cells	"		
832	Neurosensory	CNS	other	 neuroglia	" 1° cells	"		
267	Neurosensory	CNS	other	 neuroglia	 astrocytoma	" U251 cells	"	
833	Neurosensory	CNS	other	 neuroglia	 microglia	" BV2 cells	"	
1187	Neurosensory	CNS	other	 neuroglia	 oligodendrocytes	" 1° cells	"	
40	Neurosensory	CNS	other	 neuroglia	 oligodendrocytes	" Oli-neu cells	"	
1051	Neurosensory	CNS	other	" neurons	"			
1273	Neurosensory	CNS	other	 neurons	 glutamatergic	" ES-D3 ESC-derived	"	
834	Neurosensory	CNS	other	" spinal cord	"			
1132	Neurosensory	CNS	other	 spinal cord	" astrocytes	"		
1052	Neurosensory	CNS	other	" telencephalon	"			
835	Neurosensory	CNS	other	 telencephalon	" lateral	"		
1133	Neurosensory	CNS	other	 thalamus	" thalamic nuclei	"		
836	Neurosensory	CNS	other	" unspecified	"			
1053	Neurosensory	CNS	other	" white matter	"			
270	Neurosensory	CNS	Other	"unspecified	"			
1134	Neurosensory	CNS	pituitary	 corticotrophs	" 1° cells	"		
255	Neurosensory	CNS	pituitary	 corticotrophs	" AtT-20 cells	"		
48	Neurosensory	CNS	pituitary	" GH3 cells	"			
49	Neurosensory	CNS	pituitary	" prolactinoma	"			
1135	Neurosensory	CNS	striatum	 embryonic	" STHdhQ11 cells	"		
837	Neurosensory	CNS	striatum	 embryonic	" STHdhQ7 cells	"		
256	Neurosensory	CNS	striatum	" putamen	"			
50	Neurosensory	CNS	striatum	" whole	"			
47	Neurosensory	PNS	dorsal root ganglion	" T8-L4 cells	"			
838	Neurosensory	PNS	ENS progenitor cells				
1054	Neurosensory	PNS	malignant peripheral nerve sheath tumor	" 90-8TL cells	"			
232	Neurosensory	PNS	nodose ganglion	" neuronal cell bodies	"			
839	Neurosensory	PNS	Schwann cells	" nerve sheath neoplasm	"			
684	Neurosensory	PNS	sciatic nerve				
840	Neurosensory	PNS	superior cervical ganglion				
169	Neurosensory	PNS	trigeminal ganglia	" whole	"			
51	Neurosensory	Sensory	ear	" inner ear	"			
841	Neurosensory	Sensory	eye	" cornea	"			
1055	Neurosensory	Sensory	eye	" embryonic	"			
1305	Neurosensory	Sensory	eye	 globe	 retinoblastoma	" WERI-Rb-1 cells	"	
53	Neurosensory	Sensory	eye	 lens	 epithelium	" HLE B-3 cells	"	
842	Neurosensory	Sensory	eye	" retina	"			
1136	Neurosensory	Sensory	eye	 retina	" embryonic	"		
54	Neurosensory	Sensory	eye	 retina	 epithelium	" ARPE-19 cells	"	
1188	Neurosensory	Sensory	eye	 retina	 epithelium	" hTERT RPE-1 cells	"	
1306	Neurosensory	Sensory	eye	 retina	" HRPEpiC cells	"		
1056	Neurosensory	Sensory	nose	" embryonic	"			
843	Neurosensory	Sensory	nose	 olfactory epithelium	" 1° cells	"		
844	Neurosensory	Sensory	nose	" olfactory neurospheres	"			
679	Other	Adrenal gland	all biosamples				
1057	Other	Bladder	epithelium	" EJ-1 cells	"			
233	Other	Bladder	epithelium	" SCaBER cells	"			
234	Other	Bladder	epithelium	" UM-UC-14 cells	"			
235	Other	Bladder	epithelium	" UM-UC-7 cells	"			
596	Other	Embryonic tissue	epiblast				
685	Other	Embryonic tissue	face				
845	Other	Embryonic tissue	flank				
846	Other	Embryonic tissue	go				
686	Other	Embryonic tissue	gonadal somatic cells				
687	Other	Embryonic tissue	head				
847	Other	Embryonic tissue	intestine				
688	Other	Embryonic tissue	lateral plate				
848	Other	Embryonic tissue	morula				
689	Other	Embryonic tissue	neural tube				
1058	Other	Embryonic tissue	other	" limb	"			
849	Other	Embryonic tissue	PGCs				
690	Other	Embryonic tissue	pre-somitic mesoderm				
146	Other	Embryonic tissue	whole embryo				
850	Other	Embryonic tissue	XENs				
597	Other	Embryonic tissue	yolk sac				
691	Other	Fibroblasts	1° cells				
851	Other	Fibroblasts	3T3-F442A cells				
692	Other	Fibroblasts	3T3-L1 cells				
852	Other	Fibroblasts	3T3-Swiss cells				
58	Other	Fibroblasts	embryonic				
500	Other	Fibroblasts	FB0167P cells				
602	Other	Fibroblasts	GM01660 cells				
501	Other	Fibroblasts	MEFs				
509	Other	Lung	fibroblasts	" 1° cells	"			
513	Other	Lung	other	" embryonic	"			
649	Other	Lung	other	" tumor	"			
604	Other	Miscellaneous	dental epithelium				
1203	Other	Miscellaneous	HNSCC	" 1Cc8 cells	"			
1204	Other	Miscellaneous	HNSCC	" SCC1 cells	"			
518	Other	Miscellaneous	nose	" C666-1 cells	"			
1276	Other	Miscellaneous	NPCa	" HNE2 cells	"			
68	Other	Miscellaneous	other	 fibroblasts	 gingival	" Ag09319 cells	"	
650	Other	Miscellaneous	other	" pronucleus	"			
1277	Other	Miscellaneous	salivary gland	" tumor	"			
519	Other	Miscellaneous	stomach	" embryonic	"			
651	Other	Miscellaneous	testis	" embryonic	"			
586	Other	Miscellaneous	tongue	 epithelium	" H2009 cells	"		
520	Other	Miscellaneous	trunk	" embryonic	"			
524	Other	Skin	epidermis	" CJM cells	"			
653	Other	Skin	epidermis	" COLO 679 cells	"			
525	Other	Skin	epidermis	" HFSCs	"			
654	Other	Skin	epidermis	" keratinocyte progenitors	"			
526	Other	Skin	epidermis	 keratinocytes	" 1° cells	"		
527	Other	Skin	epidermis	" LOX IMVI cells	"			
655	Other	Skin	epidermis	" MDAH087 cells	"			
528	Other	Skin	epidermis	" melanocytes	"			
901	Other	Skin	epidermis	 melanoma	" 1° cells	"		
529	Other	Skin	epidermis	 melanoma	" 480 cells	"		
902	Other	Skin	epidermis	 melanoma	" 480D cells	"		
530	Other	Skin	epidermis	 melanoma	" 855 cells	"		
903	Other	Skin	epidermis	 melanoma	" 855D cells	"		
531	Other	Skin	epidermis	 melanoma	" MelJuSo cells	"		
904	Other	Skin	epidermis	 melanoma	" RPMI-7951 cells	"		
532	Other	Skin	epidermis	 melanoma	" SK-MEL-147 cells	"		
934	Other	Skin	epidermis	 melanoma	" SK-MEL-2 cells	"		
905	Other	Skin	epidermis	 melanoma	" SK-MEL-28 cells	"		
533	Other	Skin	epidermis	 melanoma	" SK-MEL-30 cells	"		
906	Other	Skin	epidermis	 melanoma	" SK-MEL-5 cells	"		
534	Other	Skin	epidermis	 melanoma	" UACC-257 cells	"		
907	Other	Skin	epidermis	 melanoma	" WM262 cells	"		
535	Other	Skin	epidermis	 melanoma	" WM451 cells	"		
908	Other	Skin	epidermis	 melanoma	" WM853 cells	"		
536	Other	Skin	epidermis	" NHDFs	"			
656	Other	Skin	epidermis	" NHEKs	"			
657	Other	Skin	epidermis	" whole	"			
605	Other	Skin	fibroblasts				
237	Other	Skin	fibroblasts	" 1° cells	"			
658	Other	Skin	fibroblasts	" Ag04449 cells	"			
537	Other	Skin	fibroblasts	" Ag08395 cells	"			
659	Other	Skin	fibroblasts	" Ag08396 cells	"			
538	Other	Skin	fibroblasts	" Ag08470 cells	"			
145	Other	Skin	fibroblasts	" Ag09309 cells	"			
660	Other	Skin	fibroblasts	" Ag10803 cells	"			
539	Other	Skin	fibroblasts	" Ag20443 cells	"			
661	Other	Skin	fibroblasts	" BJ cells	"			
540	Other	Skin	fibroblasts	" CS1AN cells	"			
662	Other	Skin	fibroblasts	" GM00011 cells	"			
541	Other	Skin	fibroblasts	" GM03348 cells	"			
663	Other	Skin	fibroblasts	" GM04503 cells	"			
542	Other	Skin	fibroblasts	" GM04504 cells	"			
664	Other	Skin	fibroblasts	" GM06170 cells	"			
543	Other	Skin	fibroblasts	" HDFs	"			
665	Other	Skin	fibroblasts	" HFFCs	"			
544	Other	Skin	fibroblasts	 HFFCs	" Hs 68 cells	"		
238	Other	Skin	fibroblasts	" keloid	"			
1278	Other	Skin	fibroblasts	 neonatal foreskin	" Hs68 cells	"		
587	Other	Skin	other	" 501A cells	"			
909	Other	Skin	other	 dermis	" 451Lu cells	"		
69	Other	Skin	other	 dermis	" A375P cells	"		
910	Other	Skin	other	 dermis	" dermal matrix	"		
666	Other	Skin	other	" embryonic	"			
545	Other	Skin	other	 epithelium	" squamous	"		
110	Other	Skin	other	" M14 cells	"			
239	Other	Skin	other	" whole skin	"			
546	Other	Stem cells	MEF-derived iNSCLCs				
547	Other	Stem cells	multipotent	" P19 A404 cells	"			
667	Other	Stem cells	other	" peripheral blood	"			
66	Other	Stem cells	pluripotent	" C3H 10T1/2 cells	"			
240	Other	Stem cells	pluripotent	" embryoid bodies	"			
548	Other	Stem cells	pluripotent	" EpiLCs	"			
549	Other	Stem cells	pluripotent	" EpiScs	"			
668	Other	Stem cells	pluripotent	" ESCs	"			
911	Other	Stem cells	pluripotent	 ESCs	" BG01 cells	"		
912	Other	Stem cells	pluripotent	 ESCs	" BG03 cells	"		
550	Other	Stem cells	pluripotent	 ESCs	" CT2 cells	"		
913	Other	Stem cells	pluripotent	 ESCs	" Cyt49 cells	"		
551	Other	Stem cells	pluripotent	 ESCs	" differentiated	"		
59	Other	Stem cells	pluripotent	 ESCs	" E14 cells	"		
60	Other	Stem cells	pluripotent	 ESCs	" E14Tg2A cells	"		
914	Other	Stem cells	pluripotent	 ESCs	" ESC-derived ectodermal cells	"		
552	Other	Stem cells	pluripotent	 ESCs	" ESC-derived endodermal cells	"		
915	Other	Stem cells	pluripotent	 ESCs	" ESC-derived EpiLCs	"		
553	Other	Stem cells	pluripotent	 ESCs	" ESC-derived fibroblasts	"		
916	Other	Stem cells	pluripotent	 ESCs	" ESC-derived mesodermal cells	"		
554	Other	Stem cells	pluripotent	 ESCs	" ESC-derived mesoendodermal cells	"		
935	Other	Stem cells	pluripotent	 ESCs	" ESC-derived neural cells	"		
917	Other	Stem cells	pluripotent	 ESCs	" ESC-derived neural crests	"		
555	Other	Stem cells	pluripotent	 ESCs	" ESC-derived trophoblasts	"		
918	Other	Stem cells	pluripotent	 ESCs	" H1 cells	"		
556	Other	Stem cells	pluripotent	 ESCs	" H7 cells	"		
919	Other	Stem cells	pluripotent	 ESCs	" H9 cells	"		
557	Other	Stem cells	pluripotent	 ESCs	" HUES48 cells	"		
920	Other	Stem cells	pluripotent	 ESCs	" HUES6 cells	"		
558	Other	Stem cells	pluripotent	 ESCs	" HUES64 cells	"		
921	Other	Stem cells	pluripotent	 ESCs	" HUES8 cells	"		
559	Other	Stem cells	pluripotent	 ESCs	" I3 cells	"		
258	Other	Stem cells	pluripotent	 ESCs	" J1 cells	"		
922	Other	Stem cells	pluripotent	 ESCs	" LIS2 cells	"		
259	Other	Stem cells	pluripotent	 ESCs	" R1 cells	"		
560	Other	Stem cells	pluripotent	 ESCs	" SA121 cells	"		
923	Other	Stem cells	pluripotent	 ESCs	" V6.5 cells	"		
561	Other	Stem cells	pluripotent	 ESCs	" VAL-3 cells	"		
925	Other	Stem cells	pluripotent	 ESCs	" WA-7 cells	"		
924	Other	Stem cells	pluripotent	 ESCs	" WA09 cells	"		
562	Other	Stem cells	pluripotent	 ESCs	" WIBR1 cells	"		
926	Other	Stem cells	pluripotent	 ESCs	" WIBR2 cells	"		
563	Other	Stem cells	pluripotent	 ESCs	" WIBR3 cells	"		
927	Other	Stem cells	pluripotent	 ESCs	" WIBR7 cells	"		
564	Other	Stem cells	pluripotent	 ESCs	" WIS2 cells	"		
55	Other	Stem cells	pluripotent	" F9 cells	"			
565	Other	Stem cells	pluripotent	" iPSCs	"			
928	Other	Stem cells	pluripotent	 iPSCs	" iPSC intermediates	"		
566	Other	Stem cells	pluripotent	 iPSCs	" iPSC-derived cardiac cells	"		
929	Other	Stem cells	pluripotent	 iPSCs	" iPSC-derived fibroblasts	"		
567	Other	Stem cells	pluripotent	 iPSCs	" iPSC-neural cells	"		
1320	Other	Stem cells	pluripotent	 iPSCs	" OSKM	"		
1319	Other	Stem cells	pluripotent	 iPSCs	" SNEL	"		
568	Other	Stem cells	pluripotent	" KhES-3 cells	"			
569	Other	Stem cells	pluripotent	" NCCIT cells	"			
236	Other	Stem cells	pluripotent	" NT2-D1 cells	"			
570	Other	Stem cells	pluripotent	" NTERA-2 cells	"			
57	Other	Stem cells	pluripotent	" P19 cells	"			
571	Other	Stem cells	pluripotent	" P19-CL6 cells	"			
572	Other	Stem cells	pluripotent	" STAPs	"			
573	Other	Stem cells	pluripotent	" ZHBTc4 cells	"			
172	Respiratory	Lung	epithelium	" A549 cells	"			
502	Respiratory	Lung	epithelium	" AT2 cells	"			
897	Respiratory	Lung	epithelium	 bronchus	" BEAS-2B cells	"		
584	Respiratory	Lung	epithelium	 bronchus	" NHBEs	"		
637	Respiratory	Lung	epithelium	" Calu-3 cells	"			
503	Respiratory	Lung	epithelium	" H2009 cells	"			
504	Respiratory	Lung	epithelium	" NCI-H1299 cells	"			
639	Respiratory	Lung	epithelium	" NCI-H2009 cells	"			
638	Respiratory	Lung	epithelium	" NCI-H2052 cells	"			
505	Respiratory	Lung	epithelium	" NCI-H2087 cells	"			
640	Respiratory	Lung	epithelium	" NCI-H358 cells	"			
641	Respiratory	Lung	epithelium	" NCI-H441 cells	"			
642	Respiratory	Lung	epithelium	" NCI-H69 cells	"			
507	Respiratory	Lung	epithelium	" NCI-H82 cells	"			
643	Respiratory	Lung	epithelium	" NCI-H838 cells	"			
508	Respiratory	Lung	epithelium	" SAECs	"			
585	Respiratory	Lung	epithelium	 trachea	" 1° cells	"		
1331	Respiratory	Lung	Fibroblasts	" 1° cells	"			
510	Respiratory	Lung	fibroblasts	 fetal	" Ag04450 cells	"		
644	Respiratory	Lung	fibroblasts	" IMR-90 cells	"			
511	Respiratory	Lung	fibroblasts	" MRC-5 cells	"			
645	Respiratory	Lung	fibroblasts	" MSTO-211H cells	"			
512	Respiratory	Lung	fibroblasts	" NHLFs	"			
646	Respiratory	Lung	fibroblasts	" WI-38 cells	"			
603	Respiratory	Lung	NCI-H3122 cells				
647	Respiratory	Lung	other	" HCC95 cells	"			
514	Respiratory	Lung	other	" HPFs	"			
1299	Respiratory	Lung	other	 NE-NSCLC	 ASCL1+	" HCC4018 cells	"	
1304	Respiratory	Lung	other	 NE-NSCLC	 ASCL1+	" NCI-H1755 cells	"	
515	Respiratory	Lung	other	 NSCLC	" HCC1819 cells	"		
648	Respiratory	Lung	other	" PC-9 cells	"			
516	Respiratory	Lung	other	" pleural effusion	"			
1303	Respiratory	Lung	other	 SCLC	 ASCL+	" NCI-H1184 cells	"	
898	Respiratory	Lung	other	 SCLC	 ASCL+	" NCI-H128 cells	"	
1302	Respiratory	Lung	other	 SCLC	 ASCL+	" NCI-H2107 cells	"	
1298	Respiratory	Lung	other	 SCLC	 ASCL1-	" NCI-H524 cells	"	
